team1_win_rate_vs_team2,team1_won_toss,toss_decision_bat,team1_venue_win_rate,team1_recent_form,team1_won
0.444,0,0,0.545,0.4,1
0.444,1,0,0.481,0.6,1
0.5,1,0,0.5,0.4,0
0.444,1,1,0.64,0.6,1
0.4,0,1,0.481,0.0,0
0.5,0,1,0.5,0.6,1
0.4,1,1,0.571,0.4,0
0.556,1,0,0.481,0.6,1
0.5,0,1,0.481,0.0,1
0.25,1,0,0.545,0.4,1
0.636,0,1,0.656,0.8,1
1.0,0,0,0.481,0.8,1
0.5,0,0,0.481,0.2,0
0.2,1,1,0.571,0.2,0
0.5,0,1,0.656,0.8,1
0.556,0,1,0.571,0.2,1
0.5,0,1,0.64,0.4,1
0.545,1,1,0.5,0.6,1
0.6,0,0,0.656,0.8,1
0.667,0,0,0.5,0.2,1
0.444,1,0,0.64,0.6,1
0.4,1,1,0.5,0.6,1
0.25,0,1,0.25,0.2,0
0.5,0,1,0.5,0.4,1
0.444,0,1,0.5,0.4,1
0.6,1,1,0.656,1.0,1
0.0,0,1,0.25,0.0,0
0.5,0,1,0.571,0.2,1
0.5,0,1,0.5,0.6,1
0.545,1,1,0.5,0.6,1
1.0,0,1,0.64,0.4,1
0.5,1,0,0.545,0.4,1
0.4,0,1,0.64,0.6,1
0.8,1,1,0.5,0.8,1
0.5,1,0,0.5,0.6,0
0.333,0,0,0.545,0.4,0
0.0,0,1,0.25,0.0,0
0.556,1,0,0.481,0.4,0
0.25,1,1,0.25,0.0,0
0.5,1,0,0.545,0.2,0
0.5,1,0,0.5,0.4,1
0.364,1,0,0.64,0.8,1
0.5,0,1,0.5,0.8,1
0.5,0,0,0.481,0.4,0
0.6,1,1,0.656,0.6,1
1.0,1,0,0.5,0.6,0
0.556,0,0,0.5,0.8,1
0.5,0,0,0.429,0.4,1
0.5,1,1,0.5,0.6,1
0.6,0,0,0.429,0.6,1
0.417,0,0,0.481,0.4,1
0.333,1,1,0.25,0.2,1
0.5,0,1,0.5,0.6,1
0.455,1,1,0.667,0.4,1
0.5,0,1,0.0,0.6,1
0.556,0,1,0.75,0.6,1
0.455,0,1,0.75,0.6,0
0.833,0,1,0.5,0.6,0
0.455,0,0,0.5,0.0,0
0.667,1,1,0.5,0.4,0
0.333,0,0,0.5,0.6,0
0.462,1,0,0.5,0.6,1
0.545,1,1,0.5,0.6,0
0.727,0,0,0.5,0.4,0
0.667,1,1,0.5,0.4,1
0.0,0,0,0.5,1.0,1
0.385,1,0,0.5,0.4,0
0.5,1,0,0.5,0.6,0
1.0,1,1,0.5,0.4,1
0.4,0,1,0.5,0.6,1
0.455,1,0,0.5,0.4,1
0.545,1,0,0.5,0.4,0
0.5,0,1,0.5,0.2,1
0.0,1,1,0.5,0.4,0
0.583,1,0,0.5,1.0,1
0.5,0,1,0.5,0.4,0
0.5,1,0,0.5,0.2,0
0.667,1,1,0.5,0.8,1
0.417,0,1,0.643,0.0,1
